Route_id, Route_Seq, CHANGE

1088,1,ADD

1088,2,ADD

1125,1,ADD

1126,1,ADD

1126,2,ADD

1209,1,ADD

1222,1,ADD

1222,2,ADD

1240,2,ADD

1472,1,ADD

1854,1,ADD

8128,1,ADD

8136,1,ADD

8136,2,ADD

8194,2,ADD

8197,1,ADD

8198,1,ADD

8222,1,ADD

8224,1,ADD

8224,2,ADD

8225,1,ADD

8226,1,ADD

8227,1,ADD

8228,1,ADD

8229,1,ADD

8229,2,ADD

8230,1,ADD

8231,1,ADD

8232,1,ADD

8232,2,ADD

8233,1,ADD

8234,1,ADD

1046,1,REMOVE

1066,1,REMOVE

1148,1,REMOVE

1204,2,REMOVE

1723,2,REMOVE

1046,1,UPDATE

1066,1,UPDATE

1088,1,UPDATE

1088,2,UPDATE

1125,1,UPDATE

1126,2,UPDATE

1204,2,UPDATE

1209,1,UPDATE

1210,2,UPDATE

1222,2,UPDATE

1240,1,UPDATE

1240,2,UPDATE

1293,1,UPDATE

1306,1,UPDATE

1306,2,UPDATE

1472,1,UPDATE

1549,1,UPDATE

1723,1,UPDATE

1723,2,UPDATE

1724,1,UPDATE

1724,2,UPDATE

1725,1,UPDATE

1725,2,UPDATE

1726,1,UPDATE

1726,2,UPDATE

1727,1,UPDATE

1727,2,UPDATE

1728,1,UPDATE

1728,2,UPDATE

1729,1,UPDATE

1729,2,UPDATE

1730,1,UPDATE

1730,2,UPDATE

1731,1,UPDATE

1732,1,UPDATE

1732,2,UPDATE

1733,1,UPDATE

1733,2,UPDATE

1734,1,UPDATE

1734,2,UPDATE

1736,1,UPDATE

1737,1,UPDATE

1737,2,UPDATE

1738,1,UPDATE

1738,2,UPDATE

1760,1,UPDATE

1790,1,UPDATE

1791,1,UPDATE

1854,1,UPDATE

1961,1,UPDATE

8071,1,UPDATE

8128,1,UPDATE

8136,1,UPDATE

8136,2,UPDATE

8194,1,UPDATE

8198,1,UPDATE

8205,1,UPDATE

8205,2,UPDATE

8213,1,UPDATE

8222,1,UPDATE

