Route_id, Route_Seq, CHANGE

2277,1,ADD

2421,2,ADD

2677,2,ADD

2723,1,ADD

2724,1,ADD

2725,1,ADD

2725,2,ADD

2726,1,ADD

2726,2,ADD

2727,1,ADD

2727,2,ADD

2728,1,ADD

2728,2,ADD

2729,1,ADD

2731,1,ADD

2732,1,ADD

2732,2,ADD

2733,1,ADD

2734,1,ADD

2735,1,ADD

2029,1,REMOVE

2157,1,REMOVE

2029,1,UPDATE

2102,2,UPDATE

2123,1,UPDATE

2123,2,UPDATE

2154,1,UPDATE

2154,2,UPDATE

2156,1,UPDATE

2157,1,UPDATE

2170,1,UPDATE

2170,2,UPDATE

2213,1,UPDATE

2225,1,UPDATE

2277,1,UPDATE

2288,1,UPDATE

2291,1,UPDATE

2291,2,UPDATE

2292,1,UPDATE

2292,2,UPDATE

2298,1,UPDATE

2313,1,UPDATE

2313,2,UPDATE

2314,1,UPDATE

2421,1,UPDATE

2436,1,UPDATE

2436,2,UPDATE

2452,1,UPDATE

2452,2,UPDATE

2457,1,UPDATE

2513,1,UPDATE

2513,2,UPDATE

2605,1,UPDATE

2669,2,UPDATE

2674,1,UPDATE

2677,1,UPDATE
2684,1,UPDATE
2684,2,UPDATE

2687,1,UPDATE

