Stop_id, CHANGE

22590,ADD

23529,ADD

23688,ADD

25151,ADD

29153,ADD

29209,ADD

29199,ADD

29179,ADD

29177,ADD

29176,ADD

29056,ADD

22175,DELETE

22948,DELETE

24535,DELETE

27020,DELETE

28026,DELETE

23535,UPDATE

