Route_id, CHANGE

8232,ADD

8233,ADD

8234,ADD

8224,ADD

8225,ADD

8226,ADD

8227,ADD

8228,ADD

8229,ADD

8230,ADD

8231,ADD

1148,DELETE

1123,UPDATE

1125,UPDATE

1126,UPDATE

1157,UPDATE

1209,UPDATE

1222,UPDATE

1228,UPDATE

1229,UPDATE

1310,UPDATE

1337,UPDATE

1472,UPDATE

1762,UPDATE

1804,UPDATE

1818,UPDATE

8145,UPDATE

8146,UPDATE

8197,UPDATE

