Stop_id, CHANGE

9915,ADD

9918,ADD

9920,ADD

9923,ADD

12620,ADD

13181,ADD

13185,ADD

13184,ADD

13178,ADD

13182,ADD

13187,ADD

13183,ADD

13180,ADD

13179,ADD

13186,ADD

13188,ADD

13189,ADD

8335,DELETE

13099,DELETE

13100,DELETE

8225,UPDATE

11012,UPDATE

12054,UPDATE

12056,UPDATE

12070,UPDATE

13130,UPDATE

13131,UPDATE

